Type;FSP;
Version;4.50;
Date;25.Mar 25;
Mode;ANALYZER;
Center Freq;1063640000.000000;Hz
Freq Offset;0.000000;Hz
Span;0.000000;Hz
x-Axis;LIN;
Start;1063640000.000000;Hz
Stop;1063640000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;10.000000;dB
RBW;10.000000;Hz
VBW;30.000000;Hz
SWT;80.000000;s
Trace Mode;CLR/WRITE;
Detector;SAMPLE;
Sweep Count;0;
Trace 1:;;
x-Unit;s;
y-Unit;dBm;
Preamplifier;NOT AVAILABLE;
Transducer;OFF;
Values;501;
8;-51.672763824462891;
8.1600000000000001;-51.844974517822266;
8.3200000000000003;-52.103286743164063;
8.4800000000000004;-52.201255798339844;
8.6400000000000006;-52.406192779541016;
8.8000000000000007;-52.891849517822266;
8.9600000000000009;-53.30242919921875;
9.120000000000001;-53.737594604492188;
9.2799999999999994;-54.188728332519531;
9.4399999999999995;-54.805225372314453;
9.5999999999999996;-55.432601928710938;
9.7599999999999998;-56.052387237548828;
9.9199999999999999;-56.702400207519531;
10.08;-57.412818908691406;
10.24;-58.095046997070313;
10.4;-58.932395935058594;
10.56;-59.754253387451172;
10.720000000000001;-60.702751159667969;
10.880000000000001;-61.755931854248047;
11.040000000000001;-62.950000762939453;
11.200000000000001;-64.333572387695312;
11.359999999999999;-65.923759460449219;
11.52;-67.909294128417969;
11.68;-69.62774658203125;
11.84;-70.965286254882813;
12;-70.124710083007813;
12.16;-68.013923645019531;
12.32;-65.8939208984375;
12.48;-64.256813049316406;
12.640000000000001;-62.92828369140625;
12.800000000000001;-61.80706787109375;
12.960000000000001;-60.605968475341797;
13.120000000000001;-59.524398803710938;
13.280000000000001;-58.445724487304688;
13.44;-57.541851043701172;
13.6;-56.789203643798828;
13.76;-55.614128112792969;
13.92;-54.698654174804688;
14.08;-53.974361419677734;
14.24;-53.339076995849609;
14.4;-52.855983734130859;
14.56;-52.410114288330078;
14.720000000000001;-51.949974060058594;
14.880000000000001;-51.467460632324219;
15.040000000000001;-51.018535614013672;
15.200000000000001;-50.53204345703125;
15.359999999999999;-50.14080810546875;
15.52;-49.867450714111328;
15.68;-49.622108459472656;
15.84;-49.287883758544922;
16;-48.914146423339844;
16.16;-48.609996795654297;
16.32;-48.343788146972656;
16.48;-48.142536163330078;
16.640000000000001;-47.884132385253906;
16.800000000000001;-47.527149200439453;
16.960000000000001;-47.275993347167969;
17.120000000000001;-46.99078369140625;
17.280000000000001;-46.828910827636719;
17.440000000000001;-46.748447418212891;
17.600000000000001;-46.651187896728516;
17.760000000000002;-46.528194427490234;
17.920000000000002;-46.411540985107422;
18.080000000000002;-46.31231689453125;
18.240000000000002;-46.239696502685547;
18.400000000000002;-46.195236206054687;
18.559999999999999;-46.181106567382813;
18.719999999999999;-46.169136047363281;
18.879999999999999;-46.146518707275391;
19.039999999999999;-46.168460845947266;
19.199999999999999;-46.201259613037109;
19.359999999999999;-46.250099182128906;
19.52;-46.316665649414063;
19.68;-46.401214599609375;
19.84;-46.520614624023438;
20;-46.680091857910156;
20.16;-46.866619110107422;
20.32;-47.062301635742188;
20.48;-47.304191589355469;
20.640000000000001;-47.570049285888672;
20.800000000000001;-47.892177581787109;
20.960000000000001;-48.234226226806641;
21.120000000000001;-48.659553527832031;
21.280000000000001;-49.120994567871094;
